travfreq,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,Unnamed: 85,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,nationality,residence,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,weekendtrip,average_jobsat,average_roleover,average_workadj,average_turnover,average_wneglect,average_wsitcon,average_wrclar,average_wtimepres,average_wnovel,average_wcowinsexphelp,average_wroleconflict,average_wintconflictd,average_wintconflictf,average_wemotdem,average_wpeopresp,average_wallcowexp,average_famallexp,average_burn,average_cogflex,average_supsup,average_cowsup,average_parsup,average_famsup,average_fadj,average_fsat,average_fneglect,average_wfc,average_ftimepres,average_faminstexp,average_femotdem,average_froleover,average_froleconf,average_fintconfd,average_fintconff
2,1,4,4,4,4,2,2,4,4,5,4,3,3,3,4,4,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4,2,2,2,2,2,2,4,4,4,2,2,2,2,3,4,4,4,2,5,2,4,3,3,3,1,2,2,2,2,2,2,3,4,2,2,2,3,3,5.0,5.0,4.0,2,3,3,3,3,4,3,3,2,2,2,2,10,3,3,0,survey,4,4,4,2,3,2,2,2,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,4,4,2,5,2,2,2,2,3,3,3,2,2,4,4,2,2,2,2,1,1,1,1,1,3,2,4,4,4,3,2,3,4,3,3,4,4,5,2,6,4,4,5,6,2,4,4,4,4,4,3,6,2,2,2,4,4,4,3,3,5,3,5,2,5,2,2,2,5,4,2,2,5,5,4,2,2,4,3,4,4,4,4,1,4,4,5,0,1,0,42,1.0,4,5.0,1,32,11.0,American,USA,1,1.0,2,1 month,3,2,China,5.0,4,1,4.0,2.6666666666666665,3.7777777777777777,2.0,2.0,2.5,3.0,2.0,3.75,3.25,3.0,1.75,2.0,2.6,4.0,2.6666666666666665,3.3333333333333335,3.857142857142857,3.3333333333333335,3.0,2.25,5.0,3.5,4.0,4.0,2.3333333333333335,2.0,3.0,2.0,2.75,3.3333333333333335,2.0,1.25,1.6666666666666667
2,1,3,3,3,3,3,3,3,2,4,4,2,4,3,3,3,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5,3,2,2,4,4,3,4,4,5,5,4,3,4,5,5,5,4,4,4,5,3,2,2,5,5,4,4,4,5,4,3,4,3,2,2,5,6,5,5.0,5.0,4.0,5,1,1,1,2,2,3,1,4,4,4,5,10,100,2,3,Survey,3,2,4,3,2,2,4,5,1,4,3,5,3,3,2,5,2,1,4,3,2,3,2,1,2,1,4,5,5,5,5,4,3,3,2,4,3,3,3,3,4,5,5,5,4,3,5,4,3,5,3,1,4,3,2,4,5,2,3,2,1,7,7,1,7,7,1,1,7,7,7,6,4,5,4,3,4,4,3,5,5,5,5,5,4,4,5,3,4,4,5,1,1,4,5,1,4,3,5,5,5,3,3,2,4,3,3,5,1,2,3,2,1,3,60,10.0,1,3.0,1,43,5.0,Hispanic,United States,1,8.0,1,30,3,3,Europe,7.0,3,1,3.0,3.0,3.111111111111111,4.666666666666667,4.0,3.0,4.0,4.0,4.75,4.0,3.0,4.25,4.0,3.2,5.0,2.75,2.9166666666666665,4.761904761904762,3.4166666666666665,5.0,2.5,3.25,3.75,3.111111111111111,3.0,2.8333333333333335,2.8,2.0,4.75,3.0,3.0,4.0,4.25,4.0
3,1,4,4,4,3,4,4,4,4,3,2,2,2,3,3,4,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2,3,3,2,3,2,4,1,2,3,4,3,4,5,3,4,4,3,4,3,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,6.0,1.0,4.0,4,5,5,5,3,4,5,5,5,5,5,3,20,5,2,1,Survey,1,1,3,4,4,4,2,4,4,1,1,1,3,1,1,1,1,1,5,5,5,5,5,3,3,5,5,5,5,5,5,5,3,4,5,5,5,2,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,3,7,7,4,7,7,7,7,7,7,7,7,4,7,7,7,4,4,7,2,2,2,2,2,2,3,3,2,2,4,4,2,3,4,4,5,3,5,5,5,5,5,5,5,5,5,5,30,40,1,3,50,6.0,4,1.0,1,35,12.0,American,USA ,1,1.0,3,2,2,1,France and England ,6.0,2,3,4.0,3.6666666666666665,3.0,3.6666666666666665,1.8333333333333333,2.5,2.5,4.0,3.5,4.25,4.333333333333333,5.0,4.333333333333333,5.0,3.4,4.5,5.0,6.238095238095238,4.833333333333333,2.0,2.25,3.25,3.25,1.2222222222222223,1.6666666666666667,3.6666666666666665,5.0,4.0,5.0,4.25,4.0,4.666666666666667,5.0,4.333333333333333
4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,4,4,4,4,4,4,1,2,2,2,4,4,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,5,5,5.0,5.0,5.0,1,3,3,4,4,3,3,3,3,3,3,3,20,10,2,3,survey,5,4,4,1,1,1,2,2,1,3,3,3,4,4,4,3,4,3,2,3,2,2,2,2,2,2,2,5,2,2,1,1,2,2,2,2,4,4,4,3,3,3,3,3,2,2,3,3,3,5,5,4,3,1,3,4,4,4,4,4,2,6,4,5,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,5,5,3,3,3,5,4,3,3,4,4,4,3,5,5,4,3,5,4,5,4,2,3,2,4,4,4,4,4,4,4,3,8,2,2,40,10.0,1,3.0,2,52,7.0,white,USA,1,5.0,2,7,3,2,"Germany, England",7.0,4,1,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.75,4.0,2.5,2.0,2.0,2.0,2.4,5.0,3.0,3.5833333333333335,3.0,3.6666666666666665,3.5,3.0,4.75,4.25,3.4444444444444446,4.333333333333333,1.3333333333333333,2.2,2.0,1.5,2.0,4.0,3.0,2.5,3.0
3,1,4,5,4,4,4,4,5,5,3,3,4,4,4,4,4,3.0,2.0,3.0,1.0,5.0,2.0,2.0,4.0,4.0,4,4,3,5,4,4,5,4,4,4,2,4,4,4,3,3,3,3,4,4,5,4,5,4,4,5,5,5,5,4,5,5,4,4,5,5,4,5,5,6.0,6.0,5.0,3,3,3,4,4,4,4,4,4,5,4,4,15,15,1,0,survey,5,5,5,2,2,1,1,1,1,5,5,5,5,5,5,5,5,5,4,4,2,2,2,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,6,6,6,6,6,5,5,6,6,6,5,5,6,5,6,6,2,4,5,5,3,3,5,5,2,2,5,5,2,2,5,4,4,4,3,4,4,4,4,4,4,4,4,4,16,6,1,1,50,16.0,3,4.0,1,38,7.0,white,united states,2,2.0,3,20,10,2,"india, china, uk, ireland, spain, mexico and canada",10.0,4,1,4.333333333333333,4.0,4.0,2.6666666666666665,3.0,4.0,4.166666666666667,3.5,3.0,4.25,4.333333333333333,5.0,4.666666666666667,4.4,5.4,3.8333333333333335,5.0,5.428571428571429,3.9166666666666665,2.25,2.75,5.0,4.75,5.0,5.0,1.3333333333333333,2.8,4.0,4.0,3.5,4.0,4.0,3.0,3.0
3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6.0,6.0,6.0,5,5,5,5,5,5,5,5,5,5,5,5,50,40,4,5,survey,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Shopping, cleaning, cooking",Son goes to child care.,1,1,40,5.0,2,3.0,2,23,11.0,Irish,Indiana,1,3.0,4,3,5,2,Paris,3.0,1,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5,1,4,4,4,3,4,4,3,2,3,2,2,2,2,3,2,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,2,3,4,3,2,3,4,3,3,3,4,4,3,3,2,3,4,4,4,3,3,4,4,3,3,4,3,3,4,3,3,3,2,2,5,4,4,5,5,4.0,4.0,4.0,4,4,3,3,4,5,5,4,3,4,4,5,6,2,1,2,survey,1,2,2,3,3,2,2,3,3,4,4,3,3,4,3,2,2,3,5,4,3,5,3,2,2,2,3,5,3,3,2,2,3,4,3,3,3,2,3,4,3,3,4,3,3,2,2,3,4,4,3,3,4,4,5,5,4,4,4,3,3,5,6,3,4,4,2,2,5,6,6,6,6,6,7,7,3,7,7,1,2,5,2,2,3,3,3,3,2,2,2,3,3,4,4,3,3,3,4,3,3,2,2,3,4,4,5,5,5,4,30,0,2,0,40,5.0,2,4.0,1,32,13.0,American,United States,3,3.0,2,7,3,2,"England, France",5.0,1,3,4.0,3.6666666666666665,2.3333333333333335,3.3333333333333335,3.0,3.0,3.0,3.5,3.25,3.5,3.3333333333333335,3.5,3.0,3.4,4.4,4.0,3.8333333333333335,4.761904761904762,3.6666666666666665,2.75,2.75,2.75,3.0,3.111111111111111,1.6666666666666667,2.6666666666666665,4.0,2.25,2.5,3.25,2.6666666666666665,3.3333333333333335,3.0,3.0
3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,2,3,4,4,5,5,5,5,2,4,2,2,4,4,4,4,2,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,2,1,1,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,85,75,5,1,survey,5,5,5,2,3,2,2,2,2,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,5,4,3,3,4,5,2,1,1,2,2,2,2,5,5,2,2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,6,4,3,2,2,2,1,1,2,2,2,2,2,6,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,45,1,1,40,19.0,1,2.0,2,43,9.0,Jewish ,USA ,1,5.0,1,10,5,2,france,10.0,2,1,5.0,5.0,5.0,2.0,1.0,2.75,4.666666666666667,2.5,4.0,4.25,5.0,1.0,1.0,2.8,5.0,5.0,5.0,3.142857142857143,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.1666666666666665,2.0,2.0,3.5,2.25,2.0,4.0,2.0,1.6666666666666667
2,1,3,2,4,1,1,2,4,5,5,5,4,5,5,5,5,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1,1,1,1,5,5,5,5,5,5,2,3,1,4,5,5,5,1,5,5,5,5,2,1,3,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1.0,1.0,1.0,3,4,4,4,4,5,5,2,4,4,4,4,0,0,1,1,Survey,4,5,4,3,4,5,1,1,4,5,5,4,4,5,4,5,5,5,2,2,2,2,2,1,3,1,2,5,2,4,4,4,4,1,1,2,2,5,1,1,1,1,1,2,1,1,1,1,1,3,4,4,4,5,5,4,4,4,5,5,4,1,1,5,4,1,5,2,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,4,1,1,1,5,1,1,1,5,1,1,1,4,4,2,2,4,2,5,4,4,5,1,5,5,2,0,2,0,20,6.0,1,3.0,1,30,9.0,Mexican,USA ,1,3.0,1,30,1,1,Mexico,7.0,3,1,3.0,1.3333333333333333,4.777777777777778,1.6666666666666667,1.6666666666666667,1.0,5.0,2.5,4.0,5.0,2.0,1.0,1.0,1.6,1.4,3.9166666666666665,4.25,1.8571428571428572,3.5833333333333335,1.0,1.0,1.0,4.5,4.666666666666667,4.333333333333333,3.0,2.0,1.75,3.5,2.0,2.6666666666666665,1.0,1.25,1.0
2,1,4,4,4,3,2,2,5,5,4,4,4,4,5,4,4,3.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3,3,2,2,4,5,5,4,5,5,2,4,2,3,2,1,3,3,2,5,2,2,2,2,1,1,2,1,2,3,2,4,4,3,2,1,2,4,1,3.0,4.0,4.0,3,4,4,2,3,4,3,2,4,4,5,2,4,2,2,1,survey,3,3,4,3,4,2,3,2,4,4,5,3,3,4,3,5,2,4,2,1,3,1,4,2,2,1,2,5,2,3,2,2,4,3,2,2,1,4,3,3,2,1,2,3,4,2,3,2,4,3,4,5,3,4,3,5,4,3,4,5,2,5,4,6,3,2,6,1,1,4,4,1,1,4,3,2,1,1,1,5,5,2,1,4,5,4,1,4,5,4,1,3,4,4,1,2,5,4,5,2,1,4,2,4,4,4,5,1,3,4,11,0,1,0,50,4.0,1,4.0,1,43,13.0,United States,United States,1,14.0,2,40,7,1,United Kingdom,5.0,2,3,4.0,2.3333333333333335,4.333333333333333,2.0,1.8333333333333333,2.5,4.666666666666667,2.75,2.25,2.75,1.6666666666666667,1.5,3.0,2.4,3.2,3.3333333333333335,3.75,2.9523809523809526,3.25,1.0,3.25,4.75,4.0,3.6666666666666665,3.3333333333333335,3.0,2.2,1.75,2.25,2.75,2.6666666666666665,2.0,2.75,3.0
2,1,3,3,3,3,4,4,3,3,4,3,4,3,3,3,3,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4,4,3,4,4,3,3,3,4,4,3,4,4,4,3,3,3,4,3,3,4,4,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,4,4,4.0,5.0,4.0,4,3,3,3,4,3,3,3,3,3,3,3,10,5,3,5,survey,3,3,4,2,3,3,2,1,1,3,3,3,3,3,4,4,3,4,2,3,3,3,3,2,3,3,3,5,3,3,4,4,4,1,2,1,3,3,3,3,3,4,2,1,2,2,2,2,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,5,5,3,4,4,3,3,3,5,4,4,2,6,6,5,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,3,4,2,3,3,3,3,3,4,4,2,1,1,1,40,30.0,2,4.0,2,60,10.0,american,USA,1,1.0,1,2,2,1,Canada,3.0,4,1,3.0,3.6666666666666665,3.2222222222222223,3.3333333333333335,2.6666666666666665,3.75,3.5,3.75,3.25,3.5,3.3333333333333335,3.25,3.3333333333333335,3.2,4.2,3.1666666666666665,4.083333333333333,4.238095238095238,3.3333333333333335,3.25,3.0,2.75,2.75,3.3333333333333335,3.3333333333333335,2.0,2.8,2.75,3.5,2.0,3.0,3.3333333333333335,1.75,2.0
2,1,5,5,5,1,4,2,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5,1,1,5,5,5,5,5,5,1,1,5,4,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,5,5,2,1,1,6,6,6.0,6.0,6.0,5,5,5,5,5,5,5,5,5,5,5,5,12,10,3,4,SURVEY,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,1,6,3,7,3,3,3,3,3,3,3,3,3,3,1,3,3,6,6,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,5,5,1,5,5,10,20,1,2,45,3.0,3,3.0,2,36,10.0,AMERICAN,USA,1,10.0,1,30,5,2,GERMANY,5.0,4,1,5.0,2.3333333333333335,5.0,1.0,1.0,2.0,5.0,2.75,5.0,5.0,1.0,1.0,1.3333333333333333,2.8,6.0,5.0,5.0,3.4761904761904763,3.6666666666666665,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,3.6666666666666665,1.0,1.0,1.0
2,1,4,3,5,4,4,4,5,5,4,4,4,4,5,4,4,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,4,4,4,4,5,5,2,2,2,2,3,3,3,3,2,4,3,2,3,2,2,1,1,1,1,2,2,2,3,4,2,2,2,4,3,3.0,3.0,3.0,2,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,survey,5,5,5,3,3,2,2,2,1,5,5,5,5,5,5,5,5,5,2,2,2,2,3,2,2,2,2,5,3,3,3,4,5,2,2,1,3,4,3,3,2,3,2,2,2,2,2,2,3,4,4,4,4,3,3,3,4,4,4,4,4,3,3,6,4,4,6,2,2,2,2,1,1,1,1,1,2,1,1,7,5,3,3,3,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,2,2,4,2,4,5,5,4,4,4,4,4,0,1,0,40,3.0,2,3.0,1,65,9.0,usa,usa,1,5.0,2,7,10,1,hong kong,7.0,1,1,4.0,4.0,4.333333333333333,4.0,1.8333333333333333,2.0,4.333333333333333,2.0,3.0,2.75,2.3333333333333335,1.0,2.0,2.6,3.2,3.25,3.75,2.761904761904762,3.75,4.0,4.0,5.0,5.0,5.0,5.0,2.1666666666666665,2.2,2.0,3.25,2.5,3.3333333333333335,2.6666666666666665,2.0,2.3333333333333335
2,1,5,5,5,4,4,5,5,5,4,2,4,4,4,4,5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,3,3,4,4,4,3,4,4,4,4,5,5,2,1,2,2,1,5,2,2,4,2,2,1,2,1,2,3,3,4,2,4,2,4,4,4,1,5.0,5.0,4.0,2,3,4,3,4,4,3,2,3,4,4,4,5,0,3,2,survey,4,4,5,2,3,1,1,1,1,2,4,4,3,4,4,4,4,5,5,5,5,5,5,3,4,4,5,5,4,4,5,4,5,1,2,2,3,3,4,4,2,1,2,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5,5,3,3,2,2,1,2,2,2,1,2,2,6,5,3,3,4,1,3,4,4,1,5,3,3,1,3,4,4,1,3,5,1,3,5,2,5,4,5,5,1,5,5,3,5,2,1,60,5.0,4,5.0,2,43,12.0,Russian,USA,1,12.0,1,15,5,1,Russia,5.0,4,3,5.0,4.333333333333333,4.111111111111111,1.3333333333333333,1.0,3.5,3.8333333333333335,4.5,1.75,2.5,2.6666666666666665,1.5,3.3333333333333335,3.2,3.8,3.3333333333333335,5.0,3.142857142857143,3.8333333333333335,3.5,3.75,1.0,3.5,3.7777777777777777,4.333333333333333,1.5,5.0,4.0,4.25,2.5,3.3333333333333335,2.3333333333333335,1.5,1.0
2,1,4,5,5,4,4,4,4,4,5,5,4,4,5,4,4,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4,3,3,4,5,5,4,4,3,5,5,4,5,4,4,3,4,4,3,4,3,4,5,4,3,4,5,4,3,4,3,4,4,4,3,3,4,6,5,5.0,4.0,5.0,4,3,4,5,4,4,3,3,4,4,4,5,2,2,1,1,survey,4,5,5,4,4,3,4,4,4,5,5,3,4,3,4,4,3,4,3,2,3,2,5,2,3,4,3,5,3,4,4,4,3,5,3,4,3,3,4,5,4,3,2,3,4,4,4,3,4,5,4,5,4,3,3,3,4,3,4,3,4,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3,2,3,3,2,3,3,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,3,3,10,3,1,1,40,13.0,1,3.0,2,55,13.0,Asian American,USA,1,2.0,2,60,3,2,UK,14.0,6,1,4.666666666666667,4.0,4.333333333333333,4.666666666666667,4.666666666666667,3.5,4.333333333333333,4.5,3.75,3.5,4.0,4.0,3.6666666666666665,3.6,5.0,3.9166666666666665,3.75,2.3333333333333335,3.5,3.5,3.0,3.5,4.0,3.888888888888889,4.666666666666667,3.8333333333333335,3.0,3.0,3.75,3.75,3.3333333333333335,4.0,3.25,3.6666666666666665
2,1,5,5,5,4,5,5,5,5,5,4,5,3,4,5,5,2.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1,2,1,1,5,5,5,4,5,1,2,1,1,3,3,2,3,5,1,5,1,5,2,1,3,2,1,2,3,4,5,4,3,2,2,1,1,3,3,1.0,6.0,6.0,4,3,2,5,5,5,5,5,5,4,4,5,3,576,1,1,SURVEY,5,5,5,3,2,1,2,3,4,5,4,5,5,5,5,5,5,4,2,1,1,1,1,4,3,2,1,5,1,1,2,2,5,1,1,1,1,4,3,2,1,3,1,1,1,1,1,1,2,4,5,4,5,5,5,5,4,5,5,5,5,2,1,6,1,1,7,2,1,1,2,1,1,1,2,1,1,1,1,7,6,1,5,4,5,5,5,5,5,5,2,3,2,2,5,5,4,5,2,3,2,1,1,5,5,5,3,4,5,5,5,2,1,3,44,16.0,1,3.0,1,38,5.0,AMERICAN,USA,1,11.0,2,14,6,3,FRANCE,9.0,1,1,5.0,4.666666666666667,4.555555555555555,2.0,1.8333333333333333,1.25,4.166666666666667,1.75,3.25,3.0,2.0,2.0,4.333333333333333,1.8,3.8,4.333333333333333,4.75,2.238095238095238,3.4166666666666665,4.25,4.25,4.0,4.25,4.777777777777778,5.0,2.5,1.2,2.5,1.5,2.0,2.6666666666666665,2.0,1.0,1.3333333333333333
2,1,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4,3,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,3,5,4,4.0,5.0,5.0,4,4,4,4,3,3,3,4,4,4,4,3,100,100,2,2,survey,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,4,4,3,4,4,3,4,4,4,4,3,3,3,4,4,4,3,4,4,4,3,3,3,4,4,4,4,3,6,6,5,5,5,5,5,5,6,6,6,5,5,6,6,5,5,6,6,5,6,3,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,5,5,20,10,2,0,40,5.0,1,3.0,2,21,11.0,asian,USA,1,2.0,2,10,2,2,china,6.0,1,1,4.0,4.0,3.5555555555555554,4.0,3.6666666666666665,3.5,3.6666666666666665,3.75,4.0,3.5,4.0,3.75,3.6666666666666665,3.6,4.6,3.6666666666666665,3.5833333333333335,5.476190476190476,4.083333333333333,3.75,3.75,3.75,3.75,4.0,3.6666666666666665,4.0,4.0,4.0,3.5,3.75,3.6666666666666665,4.0,3.25,4.0
2,1,5,5,5,2,2,2,5,5,5,5,5,5,5,5,5,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2,2,2,2,4,4,5,4,4,4,1,2,1,1,5,5,5,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,4,4,4,5,6.0,4.0,1.0,4,4,4,4,4,4,4,4,4,4,4,4,2,0,1,1,survey,5,5,5,1,3,2,2,1,1,3,4,4,4,5,4,4,5,5,4,4,4,4,4,2,3,4,4,5,4,4,4,4,3,4,5,5,4,3,4,4,3,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,7,4,6,7,7,6,7,4,3,7,6,2,7,3,2,6,2,2,6,4,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,2,5,5,5,4,2,5,5,15,5,1,4,50,30.0,4,3.0,2,59,11.0,anglo,usa,3,4.0,1,30,5,1,varies every year,4.0,4,1,5.0,2.0,5.0,1.0,1.3333333333333333,2.0,4.166666666666667,1.25,5.0,2.75,2.0,2.0,2.0,4.2,4.0,4.0,5.0,4.904761904761905,3.9166666666666665,5.0,4.75,4.75,4.5,4.222222222222222,5.0,1.6666666666666667,4.0,3.25,4.0,4.25,3.6666666666666665,3.6666666666666665,4.25,4.0
