travfreq,aircrew,empl,jobsat1,jobsat2,jobsat3,roleover1,roleover2,roleover3,workadj1,workadj2,workadj3,workadj4,workadj5,workadj6,workadj7,workadj8,workadj9,turnover1,turnover2,turnover3,wneglect1,wneglect2,wneglect3,wneglect4,wneglect5,wneglect6,wsitcon1,wsitcon2,wsitcon3,wsitcon4,wrclar1,wrclar2,wrclar3,wrclar4,wrclar5,wrclar6,wtimepres1,wtimepres2,wtimepres3,wtimepres4,wnovel1,wnovel2,wnovel3,wnovel4,wcowinsexphelp 1,wcowinsexphelp 2,wcowinsexphelp 3,wcowinsexphelp 4,wroleconflict 1,wroleconflict 2,wroleconflict 3,wintconflictd 1,wintconflictd 2,wintconflictd 3,wintconflictd 4,wintconflictf 1,wintconflictf 2,wintconflictf 3,wemotdem 1,wemotdem 2,wemotdem 3,wemotdem 4,wemotdem 5,wpeopresp1,wpeopresp2,wpeopresp3,wpeopresp4,wpeopresp5,wallcowexp1,wallcowexp2,wallcowexp3,wallcowexp4,wallcowexp5,wallcowexp6,wallcowexp7,wallcowexp8,wallcowexp9,wallcowexp10,wallcowexp11,wallcowexp12,cowint,cowdep,wteams,wcom,,fsat1,fsat2,fsat3,fneglect1,fneglect2,fneglect3,fneglect4,fneglect5,fneglect6,fadj1,fadj2,fadj3,fadj4,fadj5,fadj6,fadj7,fadj8,fadj9,wfc1,wfc2,wfc3,wfc4,wfc5,ftimepres1,ftimepres2,ftimepres3,ftimepres4,check2,faminstexp1,faminstexp2,faminstexp3,faminstexp4,femotdem1,femotdem2,femotdem3,femotdem4,froleover1,froleover2,froleover3,froleconf1,froleconf2,froleconf3,fintconfd1,fintconfd2,fintconfd3,fintconfd4,fintconff1,fintconff2,fintconff3,famallexp1,famallexp2,famallexp3,famallexp4,famallexp5,famallexp6,famallexp7,famallexp8,famallexp9,famallexp10,famallexp11,famallexp12,burn1,burn2,burn3,burn4,burn5,burn6,burn7,burn8,burn9,burn10,burn11,burn12,burn13,burn14,burn15,burn16,burn17,burn18,burn19,burn20,burn21,supsup1,cowsup1,parsup1,famsup1,supsup2,cowsup2,parsup2,famsup2,supsup3,cowsup3,parsup3,famsup3,supsup4,cowsup4,parsup4,famsup4,cogflex1,cogflex2,cogflex3,cogflex4,cogflex5,cogflex6,cogflex7,cogflex8,cogflex9,cogflex10,cogflex11,cogflex12,houswork,childwork,marstat,children,whours,tenure,position,education,gender,age,industry,otherindustry,nationality,residence,lang,feeltravel,yearstravel,numbertravel,daysknowtravel,meettravel,flytravel,countrytravel,daystrip,reasontrip,otherreasontrip,weekendtrip
4,2,1,1,2,4,1,3,4,2,3,4,3,2,3,4,3,4,4,4,4,4,4,3,4,4,3,4,3,4,2,3,4,3,4,4,3,4,3,4,4,2,1,2,3,4,3,4,2,5,4,3,5,4,5,3,2,4,1,2,4,4,5,3,4,1,5,4,4,1,1,1,3,4,2,4,5,2,4,2,5,5,16,2,1,survey,5,5,5,5,4,3,4,2,4,3,3,3,4,3,4,4,5,4,5,4,3,4,5,3,5,3,1,2,3,2,5,2,4,3,5,4,3,1,2,4,4,4,3,4,4,3,4,3,2,4,4,3,4,3,5,4,3,2,3,4,2,5,5,5,5,4,6,3,4,5,3,6,2,4,7,5,3,3,5,6,3,2,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,3,4,5,4,3,4,2,4,3,1,4,3,2,1,1,35,4,1,1,1,45,13,,White,California,None,1,2,5,3,2,1,2,5,1,,1
4,2,1,5,5,5,2,2,2,5,4,5,5,5,4,5,5,5,2,2,2,2,2,2,2,2,2,2,3,2,2,5,5,5,5,5,5,1,1,1,1,3,4,4,3,2,5,2,2,2,2,2,1,1,2,2,3,2,3,3,5,2,2,3,4,5,4,6,5,5,3,3,3,4,4,4,4,5,4,4,3,175,300,7,7,survey,5,5,5,2,2,1,2,1,2,5,4,5,5,5,4,5,4,5,2,2,2,2,3,2,2,2,3,5,2,2,2,3,5,1,1,2,1,1,2,3,3,2,1,1,2,2,2,2,2,4,5,5,4,5,5,4,5,4,4,5,5,4,2,5,4,4,5,2,1,2,4,2,2,4,2,1,3,2,2,5,4,5,4,4,5,5,4,5,5,5,4,4,5,4,5,4,5,5,5,2,1,5,1,5,5,5,4,1,5,5,9,12,1,2,60,15,1,3,1,45,8,,Caucasian,USA,German Japanese,1,13,3,14,9,3,UK. JAPAN. GERMANY. KOREA. RUSSIA,10,1,,1
4,2,1,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,3,2,2,2,2,1,1,2,2,4,3,2,2,4,4,5,4,5,4,3,2,2,3,5,5,4,5,4,4,4,4,4,4,4,2,2,2,2,3,2,3,4,4,4,4,3,6,5,5,5,5,4,5,4,4,4,4,5,4,4,4,4,5,12,8,2,2,survey,5,5,5,3,2,2,2,2,2,4,4,4,5,5,4,5,4,5,1,2,2,2,2,2,2,1,2,5,4,3,4,4,5,3,5,5,2,2,2,2,2,4,2,2,2,2,2,3,3,4,5,4,4,5,4,4,4,4,4,5,4,2,2,6,3,2,7,1,2,1,2,3,2,4,3,1,2,5,2,6,6,5,1,4,5,5,1,4,5,4,1,3,5,4,1,3,5,3,4,2,1,4,3,4,5,4,3,2,4,4,5,5,1,3,35,5,1,4,1,36,9,,United States,United States,spanish,2,3,2,7,3,2,"japan, argentina, germany, canada, mexico",3,1,,3
4,2,1,4,4,4,4,3,3,4,4,2,3,2,3,2,3,3,2,2,3,3,4,2,2,1,2,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,5,5,1,4,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,2,2,5,5,5,4,6,4,4,4,4,4,4,4,4,4,4,4,4,50,5,7,3,survey,4,5,5,3,4,3,3,3,3,2,2,2,2,3,3,3,4,4,4,4,4,5,5,4,4,4,4,5,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,5,4,5,4,4,4,4,4,4,4,4,5,6,3,6,5,3,5,5,4,3,4,2,2,4,2,3,1,2,2,4,5,5,5,4,5,5,5,3,5,5,4,3,5,5,5,2,5,5,4,2,3,3,3,3,3,3,3,3,3,3,10,20,1,1,50,2,3,5,1,28,13,Pharmaceutics,USA,USA,"Spanish, Japanese",1,1,2,21,3,1,"China, Korea, Japan, Taiwan",4,2,,3
4,2,1,5,4,4,4,2,3,4,3,4,3,3,4,4,3,4,4,3,4,4,3,4,4,4,1,3,4,3,4,4,5,5,4,5,4,4,3,3,4,3,4,4,4,4,3,2,3,2,3,2,1,2,3,2,2,3,2,3,4,3,2,3,5,4,5,5,6,3,4,4,4,3,2,3,4,4,5,5,4,12,8,2,2,survey,5,5,5,5,4,4,4,4,1,5,4,4,4,5,5,4,4,4,3,3,4,3,4,5,2,3,3,5,1,3,2,2,4,1,1,2,3,4,3,2,1,3,2,3,1,2,1,1,1,3,5,4,4,4,3,4,4,4,5,4,4,3,1,6,1,1,7,1,1,1,1,1,1,3,2,4,3,1,1,3,6,3,1,3,5,4,1,2,5,3,1,3,5,4,1,2,5,4,4,3,2,3,3,4,4,4,4,4,4,4,15,15,1,3,35,5,1,4,2,34,9,,United States,United States,spanish,1,3,2,7,3,2,"japan, argentina, germany",4,1,,3
4,2,1,5,5,5,1,2,1,5,5,4,5,5,4,5,5,5,1,1,1,2,1,2,1,2,2,2,1,1,3,4,5,4,5,4,5,1,1,2,2,5,5,5,5,3,4,4,4,2,2,2,1,1,1,1,2,2,2,4,4,2,1,1,5,5,5,5,5,3,4,4,3,2,2,3,3,3,3,3,3,30,20,2,2,survey,4,4,4,1,1,2,1,2,2,5,5,5,5,5,5,5,4,5,4,2,1,2,2,2,1,2,2,5,5,5,5,5,5,1,1,1,1,5,2,1,1,3,1,1,1,1,2,2,2,5,5,5,5,4,4,5,5,5,5,5,5,4,1,6,4,3,6,3,1,1,1,1,1,1,1,1,1,1,1,6,6,4,5,4,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,2,2,4,2,5,4,4,5,2,5,4,15,9,1,2,50,4,3,3,1,34,9,,hispanic,usa,"spanish. pourtougeese, arabic",2,2,7,14,2,2,brazil,4,1,,1
4,2,1,5,5,5,2,3,3,5,5,4,3,4,5,5,5,4,1,1,1,2,2,3,1,1,3,2,2,3,1,4,5,5,4,4,4,2,1,3,2,3,3,3,4,2,5,5,3,3,1,3,1,2,2,2,3,3,3,4,5,3,1,2,5,6,4,6,6,5,5,5,5,5,4,5,4,5,5,4,3,30,2,10,15,survey,5,5,5,1,4,1,1,1,2,3,4,5,3,5,2,5,5,4,4,4,2,1,4,1,3,2,2,5,2,4,2,3,5,1,1,1,1,4,3,2,1,3,1,1,1,2,1,1,2,5,5,5,5,4,5,5,5,5,5,5,4,6,2,6,5,3,6,5,1,2,2,1,1,2,2,2,1,1,1,6,5,2,4,3,5,3,5,4,5,4,5,4,5,5,3,3,5,4,5,2,1,5,1,5,5,5,5,1,5,5,16,2,1,0,65,25,1,3,2,48,5,,USA,USA,Italian,1,20,2,30,10,2,"UK, Belgium, Italy, China, Brazil, Puerto Rico, Singapore",5,6,Internal company meetings,1
4,2,1,1,2,4,3,2,1,1,3,2,4,3,2,5,2,1,1,2,1,3,2,1,2,2,1,1,2,3,1,2,3,2,4,2,1,2,5,2,1,4,5,3,4,4,3,5,2,3,4,3,4,5,4,5,3,5,2,4,3,5,4,3,4,6,5,4,6,4,3,4,5,2,4,5,3,5,3,4,2,25,20,3,4,Survey,1,3,2,5,3,5,4,2,3,2,4,2,5,3,3,4,2,5,1,5,5,4,3,4,5,3,2,5,2,3,4,4,5,4,3,5,3,5,4,5,4,5,3,4,3,5,4,4,2,3,5,5,4,4,4,3,4,5,3,2,4,5,3,5,3,6,4,6,4,7,5,3,7,6,5,4,5,6,5,7,5,6,1,3,5,4,4,3,4,5,4,5,4,3,4,5,5,4,4,4,5,4,3,5,4,3,5,4,4,3,4,6,1,1,48,10,1,5,1,39,6,,American,Us,Spanish,2,6,2,12,4,2,Spain,5,5,,1
5,2,1,5,4,4,4,4,4,5,4,4,4,5,5,5,4,4,2,2,2,2,3,2,2,2,3,4,4,4,2,4,4,4,4,4,5,2,4,4,4,3,3,3,3,4,5,4,4,4,3,3,2,2,3,2,3,3,3,4,4,3,2,2,5,6,4,5,5,5,4,4,4,5,4,5,5,5,5,5,4,60,40,3,4,survey,4,4,5,2,3,2,2,2,3,5,4,4,5,5,4,5,5,5,2,2,2,4,4,2,4,4,4,5,4,3,4,4,3,2,2,2,2,4,4,3,3,4,2,3,3,2,3,3,3,4,5,5,4,5,5,5,5,5,4,5,4,4,3,6,4,3,6,3,2,2,2,2,2,2,2,2,2,2,2,6,6,2,4,3,4,4,4,3,5,4,5,4,5,4,4,4,5,5,4,2,2,5,2,4,5,5,4,2,4,5,15,13,2,2,50,10,1,3,2,35,8,,caucasian,united states,n/a,3,9,1,3,3,2,canada,3,1,,3
4,2,1,4,4,3,3,2,4,3,3,2,2,3,4,4,4,3,3,4,3,2,2,3,3,4,4,3,3,4,4,5,2,3,4,5,3,3,3,2,4,3,4,3,2,2,3,3,4,3,3,4,3,3,4,4,3,2,3,2,3,4,5,3,4,4,3,4,5,3,3,2,2,3,3,2,2,3,3,4,2,0,0,0,0,survey,3,4,5,2,3,4,5,3,4,2,3,4,5,4,4,3,4,3,3,2,4,3,4,2,3,4,4,5,2,2,3,3,4,4,2,5,2,3,4,2,3,4,2,2,3,3,4,4,3,2,2,3,3,4,4,1,2,3,3,5,4,4,4,3,3,4,5,4,6,5,4,3,3,2,3,4,5,4,4,3,5,4,3,3,4,4,3,3,2,2,2,3,4,2,4,2,3,4,3,3,4,4,4,3,2,3,4,4,3,3,3,0,2,0,44,2,1,5,1,27,11,,none,USA,none,1,2,1,30,1,1,North Korea,7,3,,2
5,2,1,5,4,4,1,1,1,5,5,3,4,5,5,4,5,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,5,5,5,5,1,1,1,1,5,5,5,5,1,5,5,5,1,1,5,1,1,1,1,2,1,3,5,5,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,?,?,survey,2,3,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,4,4,4,5,1,1,1,1,5,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,6,1,7,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,3,5,5,5,2,5,5,5,2,5,5,5,2,5,5,5,5,1,1,1,1,5,5,3,3,1,5,3,0,2,1,3,82,1,4,4,1,40,13,Tour Guide,South Korean,United States,Korean,3,1,2,2,0,2,Canada/ Mexico,4,6,im a tour guide/travel agent,2
5,2,1,5,5,5,5,2,4,5,5,5,5,5,5,5,5,5,3,1,1,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,4,5,5,5,5,4,4,4,3,3,3,2,4,4,3,4,4,1,1,1,11,survey,4,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4,2,2,2,2,2,3,3,4,4,3,4,4,4,4,5,5,5,5,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,3,4,4,4,3,3,3,4,4,4,4,5,5,5,5,5,6,6,6,6,6,5,4,3,3,3,4,4,3,3,4,4,5,5,5,5,2,2,2,2,2,2,1,1,3,3,3,4,4,4,5,5,1,1,1,2,20,30,3,2,40,6,1,2,2,43,9,,white,usa,none,1,6,1,5,3,2,"uk, mexico",2,2,,1
3,2,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,3,4,4,4,3,3,4,3,3,3,2,4,3,2,3,4,3,2,3,5,5,5,5,4,4,4,3,3,4,4,4,3,3,4,3,4,25,6,8,3,survey,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,4,3,4,4,3,4,4,4,5,4,3,3,4,4,3,4,4,4,3,4,3,3,4,2,3,3,2,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,3,3,5,4,5,6,4,5,4,3,3,3,3,3,3,4,4,4,3,5,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,cooking,cleaning,1,2,30,3,2,3,1,42,9,,us,Culpeper,english,1,6,1,5,2,1,singapore,3,2,,1
5,2,1,4,5,3,4,5,4,5,3,4,3,4,5,4,4,4,2,3,1,3,3,4,2,5,4,4,3,4,3,5,2,4,3,2,4,2,4,3,5,3,4,3,5,2,3,3,4,4,2,5,4,3,5,3,4,5,2,3,4,4,2,3,5,4,3,5,4,4,3,3,2,3,4,3,5,4,4,5,2,3,2,2,1,survey,4,2,3,2,4,3,5,3,4,5,4,4,3,5,4,3,5,4,2,3,5,4,2,5,3,2,4,5,4,2,3,3,4,2,3,5,2,3,1,4,4,2,4,2,3,5,4,4,3,2,5,3,3,5,5,3,4,5,3,5,4,5,4,5,7,6,6,7,4,6,5,6,4,5,5,4,6,7,5,6,4,6,4,3,5,4,4,2,3,5,4,4,3,2,4,3,5,4,4,3,2,4,3,4,4,2,3,5,4,3,20,18,1,1,40,3,2,4,1,23,3,,USA,USA,chinese,1,2,1,2,1,2,Britain,2,1,,2
4,2,1,5,5,4,4,2,2,5,5,5,5,4,4,4,4,4,4,4,5,4,4,5,5,3,4,5,5,5,5,3,4,4,4,5,5,5,5,4,3,5,5,4,3,4,4,5,4,5,5,5,3,3,3,3,4,5,3,4,4,5,3,4,5,5,6,6,6,4,4,4,4,5,5,3,4,4,4,3,2,6 or 9,Most of them,3,Around 4 or varies to 8,survey,4,4,4,5,4,3,4,4,4,5,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,4,4,4,5,5,5,4,4,4,3,4,4,5,4,4,4,4,4,5,5,3,3,4,5,5,4,2,6,6,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Cleaning, cooking and the shopping",elder,2,0,Around 30 hours,4,1,4,1,23,7,,Australian,Australia,Italian,1,2,Around 3,A weeks notice,6 or 7,3,America,10,5,,3
4,2,1,3,4,4,4,4,3,3,4,3,4,4,3,3,3,4,4,2,4,2,2,2,2,2,2,4,4,4,3,4,5,5,4,4,4,2,2,2,2,4,4,4,4,2,4,2,2,3,2,2,2,2,1,2,2,2,2,2,3,3,1,1,4,5,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,10,5,2,5,survey,4,4,4,2,1,1,2,1,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,5,2,3,4,4,4,2,2,2,3,2,3,3,2,3,1,2,2,2,2,1,1,3,3,4,4,3,4,3,4,4,5,4,4,4,3,4,2,3,6,3,3,2,2,2,1,2,2,2,2,2,2,4,4,2,3,3,3,3,3,4,4,4,3,4,4,4,3,3,2,3,4,2,3,3,2,4,4,4,3,3,4,3,8,10,1,1,32,4,2,3,2,25,9,,White,United States,,1,4,2,2,2,2,United States,2,4,,1
5,2,1,5,4,4,3,4,3,5,4,3,4,5,4,3,4,5,2,3,4,4,3,4,5,4,5,2,3,3,4,3,3,4,3,3,4,5,4,3,4,5,4,5,4,5,4,4,5,5,4,5,4,4,4,5,4,4,5,5,4,5,4,5,6,5,6,5,6,5,4,5,4,5,4,5,4,5,4,5,4,1000,500,300,2,survey,5,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,5,4,4,5,4,5,5,5,5,4,5,4,5,4,5,5,4,5,5,4,5,5,5,4,5,4,5,4,5,5,4,4,5,5,5,4,4,5,5,4,7,7,7,7,7,7,6,7,6,6,6,5,6,7,6,7,6,7,6,7,6,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,40,30,2,2,45,4,2,3,2,27,7,,american,new york,english,1,6,5,5,10,2,united kindom,7,3,,1
4,2,1,4,4,4,2,2,2,5,5,4,4,5,4,4,5,4,1,1,1,1,1,1,1,1,1,1,2,2,1,5,5,5,5,5,5,2,3,2,2,3,2,2,3,3,5,4,3,1,1,1,2,1,3,2,2,1,1,4,5,3,2,2,6,6,3,6,5,5,4,4,4,3,4,5,5,5,5,5,5,15+,All,5,5,survey,5,5,5,1,2,1,1,1,2,4,5,5,4,5,4,4,4,5,2,2,2,2,3,2,2,2,2,5,5,4,4,3,5,2,2,2,2,4,2,1,1,1,1,1,2,2,1,1,2,5,5,5,5,4,5,5,5,5,4,4,4,2,1,6,1,1,6,2,1,1,1,1,1,2,1,1,1,1,1,7,6,2,1,5,5,4,1,5,5,5,1,5,5,5,1,3,5,5,5,5,1,5,4,5,5,5,4,1,5,5,16,2,1,0,80+,4,1,5,1,59,13,biotech,US,USA,"Spanish, French, some Japanese",1,35,2,14 - 21,05-Apr,2,"Chile, Japan, China, India, Europe (all)",5,1,,1
3,2,1,5,5,4,4,3,5,5,5,5,5,5,5,4,3,3,4,5,5,4,3,3,4,5,5,5,5,5,4,4,4,5,5,5,4,5,5,4,4,4,5,5,4,5,4,4,3,5,4,3,2,3,4,4,4,5,5,5,4,3,3,4,5,5,6,6,5,5,5,5,5,5,4,4,5,5,5,4,3,20,25,5,4,survey,5,5,5,4,4,5,5,5,4,4,5,5,4,4,5,5,4,5,5,5,4,4,5,4,3,4,4,5,5,4,3,4,4,4,3,3,5,4,4,5,4,4,2,3,4,4,5,4,4,5,5,4,4,4,3,3,4,5,5,4,4,4,4,7,6,6,5,4,4,3,4,5,5,4,5,6,6,5,4,5,6,6,4,5,4,3,3,4,5,5,5,4,3,2,3,4,5,5,5,5,4,4,3,3,4,5,4,5,4,3,8,6,1,2,30,5,1,5,1,30,13,proffesional,american,usa,none,2,5,23,5,4,1,london,6,4,,1
4,2,1,4,4,4,4,3,3,5,5,5,5,5,5,4,5,4,4,1,4,1,1,1,1,1,1,2,2,1,1,5,5,5,5,5,5,2,3,2,4,3,5,5,4,1,5,2,5,4,4,4,2,1,1,2,3,2,3,2,4,3,2,2,4,5,5,6,3,3,2,4,3,3,2,2,2,2,2,3,2,4,7,1,0,Survey,4,4,4,5,3,2,4,1,1,5,5,4,5,5,4,5,3,5,3,3,2,2,3,1,5,5,5,5,2,1,2,3,3,4,4,3,2,4,5,3,1,3,2,1,2,1,1,1,1,3,3,2,3,3,4,3,3,4,4,3,3,3,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,3,4,4,4,3,4,4,4,3,1,3,4,3,2,3,3,3,2,2,4,20,0,1,50,,1,3,3,1,34,9,,Caucasian ,USA ,None,3,1,1,1 week,10,1,"Canada, Caribbean ",30,4,,1
4,2,1,4,4,4,5,4,5,4,4,5,3,4,5,5,4,3,4,5,4,4,4,5,4,5,4,4,4,5,4,4,5,4,5,4,5,4,4,5,4,5,3,4,4,4,4,3,4,4,5,5,5,3,4,5,4,4,5,4,3,4,4,5,5,4,5,6,5,3,4,4,5,5,4,4,4,5,5,4,4,four,two,three,two,survey,4,4,5,4,4,3,3,4,4,4,5,4,4,5,4,4,5,4,3,4,3,4,3,4,4,3,5,5,3,4,5,5,4,4,5,5,4,4,4,4,5,3,4,4,3,4,4,5,3,4,4,5,4,4,3,3,3,5,4,3,4,5,6,5,6,5,6,6,6,6,5,7,7,6,6,6,5,7,6,5,6,7,4,5,4,4,4,5,4,4,5,4,3,4,4,3,4,5,4,5,4,5,4,4,4,4,5,5,4,4,20,9,1,1,30,5,1,5,1,34,7,,USA,USA,only english,1,5,5,5,5,3,Brazil,6,1,,1
5,2,1,5,5,5,3,1,3,5,5,5,4,5,4,4,5,5,5,4,5,5,2,2,1,1,1,5,4,5,4,4,3,5,5,3,4,5,4,4,5,5,4,4,5,5,5,4,4,2,1,3,3,5,2,3,5,4,2,5,3,4,4,5,6,5,4,6,5,5,4,5,3,4,5,4,5,3,4,5,5,30,13,2,4,survey,5,4,5,1,1,2,2,1,1,5,5,4,4,5,4,5,5,5,1,2,2,3,4,2,2,1,1,5,5,4,4,3,5,3,4,5,1,2,2,1,2,2,4,4,3,5,3,3,3,5,5,5,4,5,4,5,4,5,4,5,5,2,6,7,7,5,7,7,7,1,1,2,2,2,1,3,2,2,3,1,2,2,5,5,4,5,4,5,5,5,5,5,4,4,4,5,4,5,5,4,5,5,4,5,4,5,5,4,4,5,6,3,1,2,40,4,2,3,1,31,8,,american,united states,spanish,1,3,4,7,4,2,england canada,4,1,,1
4,2,1,5,5,5,4,1,1,5,4,4,4,5,5,5,5,5,1,4,1,1,1,1,1,1,1,1,1,1,3,4,3,5,5,5,5,1,1,1,3,4,5,3,4,1,5,4,2,2,3,4,2,1,1,1,2,1,1,2,5,1,1,1,1,6,5,4,4,4,5,5,5,5,4,5,5,5,4,5,5,10,7,2,1,Survey,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,2,1,1,2,2,1,1,1,5,5,1,1,1,4,5,3,3,4,3,1,1,1,1,1,1,1,4,5,4,5,5,5,5,4,5,5,4,5,4,2,6,3,2,7,3,2,1,1,1,1,3,2,1,1,4,1,6,7,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,3,3,3,4,2,4,3,4,3,5,2,1,1,37,7,2,3,2,30,11,,Hispanic ,United States ,English ,2,2,3,4,4,2,Mexico ,5,1,,1
4,2,1,5,4,5,2,2,2,4,4,5,5,4,4,4,5,5,1,2,1,1,2,1,1,1,1,2,1,1,1,5,5,4,5,4,4,3,2,2,2,2,2,2,1,2,5,2,2,2,1,2,2,2,1,2,2,1,3,5,3,1,1,1,5,6,4,5,6,5,5,4,3,3,3,4,5,5,4,3,3,10-15 per day.,"A few, not many at all.",5,1,survey,5,5,5,1,1,2,1,2,1,5,4,4,4,5,4,4,5,5,1,2,2,1,2,2,1,2,1,5,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,4,3,2,3,2,2,1,1,2,3,2,2,4,3,2,4,4,2,2,1,1,2,2,3,2,1,1,2,2,1,2,1,2,5,4,4,4,5,5,4,4,3,3,5,4,4,4,5,5,5,4,4,5,4,3,4,5,5,4,4,3,10,10,1,2,30 to 50.,7,2,2,1,28,5,,Hispanic.,United States.,Spanish.,3,5,1-2.,3-5 business days.,About 3.,2,European countries.,1,5,,3
3,2,1,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,4,4,4,4,4,5,5,5,5,5,5,5,17,6,2,2,survey,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,4,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,4,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,6,5,7,5,7,6,6,7,6,6,6,6,6,6,6,6,6,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,9,5,1,4,44,7,2,1,1,29,1,,american,united states,none,1,6,4,7,2,2,canada,7,1,,1
4,2,1,4,3,2,2,3,3,3,4,3,4,4,3,3,4,4,3,3,2,4,4,4,3,2,2,4,3,2,4,4,3,4,3,4,3,2,3,3,3,3,3,2,3,3,3,3,2,2,2,3,4,4,3,3,4,3,2,3,2,4,3,3,5,4,4,3,3,3,3,4,3,3,3,2,4,2,3,4,3,20,30,4,5,survey,4,3,3,3,3,2,3,3,2,3,2,3,4,3,3,3,3,3,3,2,2,3,3,4,3,2,2,5,3,3,3,4,3,2,4,3,3,2,3,3,3,4,4,3,3,3,3,2,2,4,3,4,2,2,4,3,3,3,4,3,3,3,4,4,5,5,5,4,3,3,3,5,5,3,4,3,4,5,3,5,3,2,4,2,2,3,3,4,2,3,2,2,3,3,3,4,2,4,4,3,3,4,4,3,3,3,2,3,4,3,10,5,2,2,60,3,2,3,1,25,6,,us,us,,1,3,2,7,4,1,uk,5,1,,3
4,2,1,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,3,2,3,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2,4,4,4,4,4,5,5,3,5,5,4,4,3,4,4,4,4,4,4,4,4,4,7,7,1,1,survey,5,5,5,2,2,2,2,2,2,4,4,4,4,5,4,5,4,4,2,2,2,2,2,2,2,2,2,5,4,4,4,4,4,4,3,3,2,4,3,3,3,3,2,2,2,2,2,2,2,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,5,4,4,5,5,4,4,5,5,3,3,5,4,4,2,3,3,3,3,3,3,3,3,5,3,10,5,1,2,40,5,2,4,1,31,8,,White,US,None,1,8,5,14,1,2,China,5,5,,2
